Dates,KATE US Equity,KBH US Equity,KDP US Equity,KEY US Equity,KEYS US Equity,KHC UW Equity,KIM US Equity,KLAC UQ Equity,KLAC UW Equity,KMB US Equity,KMI US Equity,KMRTQ US Equity,KMX US Equity,KO US Equity,KR US Equity,KRB US Equity,KRFT UW Equity,KRI US Equity,KSE US Equity,KSS US Equity,KSU US Equity,L US Equity,LDG US Equity,LDOS US Equity,LDWIF US Equity,LEG US Equity,LEHMQ US Equity,LEN US Equity,LHX US Equity,LIN US Equity,LKQ UW Equity,LLTC UQ Equity,LLTC UW Equity,LLY US Equity,LM US Equity,LMT US Equity,LNC US Equity,LNT US Equity,LNT UW Equity,LO US Equity,LOW US Equity,LPX US Equity,LRCX UW Equity,LUMN US Equity,LUV US Equity,LVLT US Equity,LVS US Equity,LW US Equity,LXK US Equity,LYB US Equity,M US Equity,MA US Equity,MAA US Equity,MAC US Equity,MAR US Equity,MAR UW Equity,MAS US Equity,MAT US Equity,MAT UW Equity,MBI US Equity,MCD US Equity,MCHP UW Equity,MCK US Equity,MCO US Equity,MDLZ US Equity,MDLZ UW Equity,MDP US Equity,MDRIQ US Equity,MDT US Equity,MEE US Equity,MEL US Equity,MER US Equity,MET US Equity,META UW Equity,MFE US Equity,MGM US Equity,MHK US Equity,MHS US Equity,MIRKQ US Equity,MJN US Equity,MKC US Equity,MKG US Equity,MKTX UW Equity,MLM US Equity,MMM US Equity,MNKKQ US Equity,MNST UW Equity,MO US Equity,MOLX UQ Equity,MOLX UW Equity,MOS US Equity,MPC US Equity,MRK US Equity,MRO US Equity,MRSH US Equity,MS US Equity,MSCI US Equity,MSFT UQ Equity,MSFT UW Equity,MSI US Equity,MTB US Equity,MTD US Equity,MTG US Equity,MTLQQ US Equity,MTW US Equity,MU US Equity,MU UW Equity,MUR US Equity,MWI US Equity,MWV US Equity,MWW US Equity,MWW UQ Equity,MWW UW Equity,MXIM UQ Equity,MXIM UW Equity,MYL US Equity,MYL UW Equity,MZIAQ US Equity,NAV US Equity,NAVI UW Equity,NBL US Equity,NBR US Equity,NBR UA Equity,NC US Equity,NCC US Equity,NCE US Equity,NCLH US Equity,NDAQ UW Equity,NEBLQ US Equity,NEE US Equity,NEM US Equity,NFB US Equity,NFLX UW Equity,NFX US Equity,NGH US Equity,NI US Equity,NKE US Equity,NKTR UW Equity,NLSN US Equity,NMK US Equity,NOC US Equity,NOV US Equity,NOVL UQ Equity,NOVL UW Equity,NRG US Equity,NRTLQ US Equity,NSC US Equity,NTAP UQ Equity,NTAP UW Equity,NTRS UQ Equity,NTRS UW Equity,NUE US Equity,NVDA UQ Equity,NVDA UW Equity,NVR US Equity,NWL US Equity,NWL UW Equity,NWS UW Equity,NWSA UW Equity,NXTL UQ Equity,NYT US Equity,O US Equity,OAT US Equity,OI US Equity,OK US Equity,OKE US Equity,OMC US Equity,OMX US Equity,ORCL US Equity,ORCL UQ Equity,ORCL UW Equity,ORLY UW Equity,ORX US Equity,OWENQ US Equity,OXY US Equity,PALM UQ Equity,PARA US Equity,PARA UA Equity,PAYX UQ Equity,PAYX UW Equity,PBCT UW Equity,PBG US Equity,PBI US Equity,PCAR UQ Equity,PCAR UW Equity,PCG US Equity,PCH US Equity,PCP US Equity,PDCO UQ Equity,PDCO UW Equity,PDG US Equity,PEG US Equity,PEP US Equity,PEP UW Equity,PETM UW Equity,PFE US Equity,PFG US Equity,PFG UW Equity,PG US Equity,PGL US Equity,PGR US Equity,PH US Equity,PHM US Equity,PKG US Equity,PLD US Equity,PM US Equity,PMCS UQ Equity,PMCS UW Equity,PNC US Equity,PNR US Equity,PNW US Equity,PPG US Equity,PPL US Equity,PPW US Equity,PRDCQ US Equity,PRGO US Equity,PRGO UW Equity,PRU US Equity,PSA US Equity,PSX US Equity,PTC UQ Equity,PTC UW Equity,PTV US Equity,PVH US Equity,PVN US Equity,PWR US Equity,PXD US Equity,PYPL UW Equity,QCOM UQ Equity,QCOM UW Equity,QEP US Equity,QLGC UQ Equity,Low High Yield OAS,NonFarm ManufacturingWeekly hours,30Y T-Yield,MSCI Low Size,Total New Housing Started (000s),NonFarm Payroll (000s),Personal Income exl. Transfer,BCOM,CBOE Total Put-Call Ratio,Fear-Greed,MSCI Value,MSCI Momentum,MSCI Low Vol,MSCI High Div Yield
1/29/2010,4.87,15.28,27.66,7.18,,,12.62,28.2,28.2,56.9213,,0.1,20.63,27.125,10.715,27.15,,60,42.2,50.37,29.7,35.77,71.51,50.4847,0.007,18.26,0.079,15.3324,42.92,75.32,9.375,26.1,26.1,35.2,25.78,74.52,24.58,15.6,,25.2333,21.65,7.11,3.301,34.01,11.33,20.8499,15.5,,25.79,,15.93,24.99,46.92,30.4236,24.7241,,11.9177,19.72,19.72,4.93,62.43,12.905,58.82,27.59,18.0974,,30.98,36.5753,42.89,38.52,44,11.64,31.4749,,37.7,11.06,41.41,61.48,1.43,45.23,18.15,43.9375,13.63,79.18,67.296,,3.204,19.86,20.16,20.16,53.51,,36.4056,18.0965,21.56,26.78,29.56,28.18,28.18,25.1873,73.75,97.47,6.05,0.6285,9.2142,8.72,8.72,44.0813,19.96,21.4375,15.59,12.01,12.01,17.48,17.48,18.23,18.23,0.017,36.99,,36.97,1115,1787.75,3.9165,1.81,40.5,,5.9967,35.2259,12.19,42.86,28.07,0.889,48.94,29.9375,5.5997,15.9375,171.2991,,18.55,51.346,36.8597,4.47,4.47,24.11,0.036,47.06,29.13,29.13,50.52,50.52,40.8,0.3848,0.3848,684.14,13.57,,,,33.32,12.92,27.0469,102.2,27.22,38,18.4677,35.3,12.97,23.06,23.06,23.06,2.52,10.375,0.97,75.1474,10.39,12.93,33.5667,28.99,28.99,16.17,37.2,20.92,24.02,24.02,42.24,30.7,105.25,28.56,28.56,22.04,30.59,59.62,,25.75,17.6887,23.05,,61.55,47.38,16.58,55.91,10.52,22.04,24,45.51,7.95,7.95,55.43,20.5083,35.82,29.34,27.3649,20.125,0.0051,44.28,44.28,49.99,79.18,,16.56,16.56,22.55,39.29,17.68,18.22,43.98,,39.19,39.19,,17.19,9.49,40.6,4.6411,3741.04, 38.9 ,129802,11065.2,129.0506,0.821578947,,189425.2156,51786.66497,1189.94,1128.313937
2/26/2010,6.91,16.28,31.75,7.15,,,13.89,29.13,29.13,58.2152,,0.1,20.19,26.36,11.05,27.15,,60,42.2,53.82,34.3,36.46,71.51,54.258,0.007,18.95,0.1025,16.3805,45.22,75.14,9.575,27.17,27.17,34.34,25.85,77.76,25.18,15.815,,24.3467,23.71,7.61,3.391,34.27,12.58,23.8499,16.63,,33.71,,19.15,22.437,51.94,35.64,25.5536,,11.7508,21.99,21.99,4.82,63.85,13.53,59.15,26.62,18.6012,,30.72,35.383,43.4,43.07,44,11.64,32.4284,,39.69,10.54,51.58,63.24,1.43,47.3,18.555,43.9375,14.96,79.22,67.011,,3.467,20.12,20.45,20.45,58.39,,35.166,17.5744,23.22,28.18,29.98,28.66,28.66,27.6856,77.43,99.41,7.66,0.532,9.8566,9.06,9.06,44.789,19.96,20.4311,13.95,12.01,12.01,18.52,18.52,21.34,21.34,0.0173,39.16,,36.32,1102,1787.75,3.4056,1.81,40.5,,6.21,36.9208,11.5925,49.28,28.07,0.944,51.07,29.9375,5.9022,16.9,185.8491,,18.55,55.574,39.1758,4.69,4.69,21.84,0.0361,51.43,30.01,30.01,53.29,53.29,41.4,0.405,0.405,708.3,13.75,,,,33.32,10.94,27.1147,102.2,29.64,38,19.4045,36.62,15.97,24.65,24.65,24.65,2.62,10.375,0.97,76.5958,6.1,12.99,33.5667,29.94,29.94,15.77,38.23,22.9,23.5667,23.5667,41.92,33.02,112.75,29.68,29.68,22.04,29.72,62.47,,27.22,16.6365,23.21,,63.28,47.38,17.15,60.31,10.83,23.8,24.34,48.98,8.3,8.3,53.76,21.8648,36.41,30.77,26.4276,20.125,0.0051,49.57,49.57,52.41,82.19,,17.41,17.41,24.76,43.52,17.68,19,46.65,,36.69,36.69,,18.2,10.26,40,4.4884,3616.61, 40.7 ,129705,11055.9,133.8318,0.92,,193779.0432,54260.50267,1214.42,1145.989327
3/31/2010,7.43,16.75,35.17,7.75,,,15.64,30.92,30.92,60.2662,,0.1,25.12,27.5,10.83,27.15,,60,42.2,54.78,36.17,37.28,71.51,48.7496,0.007,21.64,0.0996,17.179,47.49,83,10.15,28.28,28.28,36.22,28.67,83.22,30.7,16.63,,25.08,24.24,9.05,3.732,35.46,13.22,24.2999,21.15,,36.08,,21.77,25.4,51.79,38.31,29.7104,,13.6404,22.74,22.74,6.27,66.72,14.08,65.72,29.75,19.7855,,34.41,41.6854,45.03,52.29,44,11.64,38.6218,,40.13,12,54.38,64.56,1.43,52.03,19.18,43.9375,15.73,83.55,69.871,,3.615,20.52,20.86,20.86,60.77,,35.6142,19.2074,24.42,29.29,36.1,29.27,29.27,28.7504,79.38,109.2,10.97,0.571,10.9894,10.37,10.39,48.4912,19.96,22.7556,16.61,12.01,12.01,19.39,19.39,22.71,22.71,0.025,44.73,,36.5,981.5,1787.75,5.3959,1.81,40.5,,7.04,36.5364,12.0825,50.93,28.07,1.053,52.05,29.9375,6.2088,18.375,228.1489,,18.55,59.484,36.5713,5.99,5.99,20.9,0.049,55.89,32.56,32.56,55.26,55.26,45.38,0.4345,0.4345,726.5,15.2,,,,33.32,11.13,29.7196,102.2,35.54,38,19.9823,38.81,16.42,25.71,25.69,25.69,2.781,10.375,0.97,81.0947,3.76,13.94,33.5667,30.7,30.7,15.64,38.23,24.45,28.8933,28.8933,42.42,35.04,126.71,31.05,31.05,22.04,29.52,66.16,,31.96,16.2573,29.21,,63.27,47.38,19.09,64.74,11.25,24.61,27.24,52.16,8.92,8.92,59.7,23.9196,37.73,32.7,25.7131,20.125,0.0051,58.72,58.72,60.5,91.99,,18.05,18.05,25.18,57.36,17.68,19.16,56.32,,41.99,41.99,,20.3,9.79,40.8,4.5566,3772.76, 54.7 ,129865,11099.4,132.1517,0.856521739,,205478.4107,58240.90775,1258.39,1204.970768
4/30/2010,8.74,18.53,32.73,9.02,,,15.59,34.06,34.06,58.7135,,0.1,24.57,26.725,11.115,27.15,,60,42.2,54.99,40.55,37.24,71.51,47.9508,0.007,24.53,0.1122,19.8841,51.48,83.77,10.53,30.06,30.06,34.97,31.69,84.89,30.59,17.1,,26.1233,27.12,11.76,4.055,34.11,13.18,23.0999,24.86,,37.05,22.3,23.2,24.804,55.27,44.71,34.6495,,14.2644,23.02,23.05,9.58,70.59,14.605,64.81,24.72,19.3667,,35.93,42.4441,43.69,36.63,44,11.64,40.6179,,34.75,15.89,63.74,58.92,1.43,51.61,19.785,43.9375,15.72,95.88,74.135,,3.673,21.19,22.41,22.41,51.14,,33.4116,19.517,24.22,30.22,34.65,30.54,30.54,28.9552,87.35,125.48,10.43,0.654,11.8432,9.35,9.35,51.9086,19.96,24.1985,17.43,12.01,12.01,19.42,19.42,22.01,22.03,0.035,48.34,,38.2,1078.5,1787.75,6.3266,1.81,40.5,,7,34.5008,13.0125,56.08,28.07,1.411,58.19,29.9375,6.4052,18.9775,209.399,,18.55,61.534,39.6805,5.61,5.61,24.17,0.051,59.33,34.67,34.67,54.98,54.98,45.32,0.393,0.393,718.05,17.07,,,,33.32,9.92,31.7532,102.2,35.44,38,21.51,42.66,19,25.8675,25.84,25.84,3.259,10.375,0.97,85.0468,5.8,16.21,33.5667,30.6,30.6,15.53,38.23,25.4,31.0133,31.0133,43.8,37.46,128.34,31.99,31.99,22.04,32.13,65.22,,33.07,15.8497,29.22,,62.16,47.38,20.09,69.18,13.09,24.73,27.86,49.08,8.85,8.85,67.21,24.2822,37.34,35.185,22.9757,20.125,0.0051,61.14,61.03,63.56,96.91,,18.59,18.59,25.41,63.01,17.68,20.13,64.13,,38.74,38.74,,19.37,8.96,41.1,4.7129,4021.65, 62.0 ,130120,11218.9,134.7037,0.798095238,,208478.4888,58564.07282,1268.59,1221.362796
5/31/2010,6.13,14.48,37.86,8.02,,,14.3,30.77,30.77,58.1768,,0.1,21.73,25.7,10.065,27.15,,60,42.2,50.75,38.17,32.51,71.51,47.3449,0.007,23.28,0.089,17.2689,46.91,77.6,9.21,27.96,27.96,32.79,29.72,79.92,26.46,16.07,,23.83,24.75,8.5,3.786,34.33,12.44,20.0999,23.48,,37.55,17.77,22.21,20.177,54.63,41.36,31.5296,,11.7332,21.66,21.66,7.45,66.87,13.925,70,20.5,18.7124,,33.59,34.3455,39.18,33.12,44,11.64,36.0821,,31.8,12.46,56.16,57.65,1.43,49.32,19.285,43.9375,14.76,93.23,66.309,,3.254,20.29,21.18,21.18,46.17,,32.1243,18.8736,21.81,27.11,29.65,25.8,25.8,28.0542,79.24,114.53,9.36,0.517,10.0849,9.09,9.09,46.0662,19.96,21.2861,14.79,12.01,12.01,17.76,17.76,19.44,19.44,0.025,54.18,,29.745,951.5,1787.75,6.1535,1.81,40.5,,6.1967,25.3973,12.4825,53.82,28.07,1.588,52.06,29.9375,5.8787,18.095,183.4491,,18.55,54.875,34.3633,5.83,5.83,23.35,0.04,56.46,37.68,37.68,50.81,50.81,43.05,0.3285,0.3285,685.28,16.66,,,,33.32,9.28,30.1554,102.2,30.33,38,19.4658,37.95,17.83,22.57,22.57,22.57,3.401,10.375,0.97,79.1474,5.7,14.56,33.5667,28.54,28.54,13.97,38.23,22.64,27.3333,27.3333,41.5,34.84,116.7,29.71,29.71,22.04,30.63,62.89,,31.76,14.4373,27.19,,61.09,47.38,19.59,61.46,11.14,22.14,25.93,44.12,8.1,8.1,62.75,23.0735,35.11,32.035,23.9501,20.125,0.0051,59.41,59.41,57.71,92.69,,16.48,16.48,28.58,54.73,17.68,20.73,63.7,,35.56,35.56,,18.12,10.12,41.4,4.5172,4136.63, 56.2 ,130643,11326.7,125.3626,1.0865,,191980.4018,54553.23443,1193.61,1137.271326
6/30/2010,4.22,11,37.39,7.69,,,13.44,27.88,27.88,58.1097,,0.1,19.9,25.06,9.845,27.15,,60,42.2,47.5,36.35,33.31,71.51,46.1055,0.007,20.06,0.076,13.885,41.65,75.99,9.64,27.81,27.81,33.5,28.03,74.5,24.29,15.87,,23.9933,20.42,6.69,3.806,33.31,11.11,16.3499,22.14,,33.03,16.15,17.9,19.953,51.47,37.32,28.2211,,9.4569,21.16,21.16,5.61,65.87,13.87,67.16,19.92,18.3199,,31.13,33.5403,36.27,27.35,44,11.64,33.6493,,30.72,9.64,45.76,55.08,1.43,50.12,18.98,43.9375,13.79,84.81,66.042,,3.259,20.04,18.24,18.24,38.98,,33.3448,18.8736,22.55,23.21,27.4,23.01,23.01,26.7027,84.95,111.63,6.89,0.4315,7.7264,8.49,8.49,42.761,19.96,19.772,11.65,12.01,12.01,16.73,16.73,17.04,17.04,0.03,49.2,,30.165,881,1787.75,6.4591,1.81,40.5,,5.9267,27.0048,12.19,61.74,28.07,1.552,48.86,29.9375,5.6979,16.8875,181.4991,,18.55,49.387,29.8032,5.68,5.68,21.21,0.031,53.05,37.31,37.31,46.7,46.7,38.28,0.2553,0.2553,655.03,14.64,,,,33.32,8.65,29.371,102.2,26.45,38,18.9317,34.3,13.06,21.46,21.46,21.46,3.171,10.375,0.97,74.0059,5.69,12.93,33.5667,25.97,25.97,13.5,38.23,21.96,26.58,26.58,41.1,35.73,102.92,28.53,28.53,22.04,31.33,60.95,,30.17,13.5178,23.44,,59.98,47.38,18.72,55.46,8.28,22.02,23.71,45.84,7.52,7.52,56.5,21.623,36.36,30.205,23.152,20.125,0.0051,59.07,59.07,53.66,87.91,,15.67,15.67,27.85,46.27,17.68,20.65,59.45,,32.84,32.84,30.83,16.62,11.01,41.1,4.2043,3823.13, 53.8 ,130509,11339.4,125.7471,0.996818182,,182396.6827,51562.11015,1173.55,1106.490386
7/30/2010,4.74,11.38,37.55,8.46,,,15.07,31.67,31.67,61.4547,,0.1,21.1,27.555,10.59,27.15,,60,42.2,47.69,36.7,37.15,71.51,45.8025,0.007,20.84,0.07,14.7434,44.53,86.82,9.89,31.88,31.88,35.6,28.89,75.15,26.04,17.28,,25.4133,20.74,7.28,4.219,35.62,12.05,16.9499,26.86,,36.75,18,18.65,21.004,56.48,41.45,31.9632,,9.035,21.16,21.16,8.68,69.73,15.225,62.82,23.55,19.1115,,31.75,36.405,36.97,30.58,44,11.64,37.4811,,33.1,10.86,48.93,48,1.43,53.14,19.665,43.9375,14.22,85.4,71.518,,3.491,22.16,19.71,19.71,47.65,,32.8585,20.3062,23.52,26.99,32.27,25.81,25.81,30.6753,87.34,116.8,8.59,0.405,8.7577,7.28,7.28,47.2485,19.96,21.3395,13.72,12.01,12.01,17.53,17.53,17.4,17.4,0.02,51.71,,33.53,920.5,1787.75,6.4795,1.81,40.5,,6.49,28.3939,13.075,55.9,28.07,1.465,53.46,29.9375,6.4838,18.41,195.899,,18.55,53.197,35.2916,6.04,6.04,22.68,0.03,56.27,42.3,42.3,46.99,46.99,39.14,0.2298,0.2298,626.5,15.5,,,,33.32,8.74,31.0753,102.2,27.65,38,20.3675,37.26,14.29,23.64,23.64,23.64,3.285,10.375,0.97,74.7541,5.69,14.78,33.5667,25.99,25.99,13.84,38.23,24.41,30.5467,30.5467,44.4,37.06,122.19,26.68,26.68,22.04,32.9,64.91,,31.05,14.2192,25.61,,61.16,47.38,19.64,62.12,8.78,24,24.96,51.04,8.1,8.1,59.39,22.9661,38.09,34.735,25.3234,20.125,0.0051,56.01,56.01,57.29,98.12,,17.94,17.94,30.42,51.89,17.68,21.48,57.92,,38.08,38.08,34.42,15.92,10.99,40.8,3.8885,3600.84, 51.5 ,130415,11368.1,134.2481,0.925238095,,194523.2067,55525.03397,1228.95,1177.644407
8/31/2010,4.2,10.31,36.82,7.37,,,14.9075,28.01,28.01,61.723,,0.1,19.93,27.9413,9.865,27.15,,60,42.2,46.94,33.57,35.14,71.51,40.9827,0.007,19.17,0.056,13.1263,42.07,86.03,9.3,28.65,28.65,33.59,25.33,69.52,23.37,17.51,,25.3367,20.28,6.66,3.611,36.16,11.05,15.4499,28.33,,34.99,20.5,19.41,19.836,56.47,41.41,30.1416,,9.2196,20.99,20.99,9.34,73.06,13.845,58.05,21.14,19.5695,,29.26,38.46,31.45,28.76,44,11.64,33.549,,47.05,9.01,44.31,43.48,1.43,52.19,19.935,43.9375,15.29,73.2,65.674,,3.753,22.32,17.65,17.65,58.66,,33.526,18.5093,23.72,24.69,29.9,23.48,23.48,30.7982,85.64,110.59,7.22,0.375,7.7433,6.4585,6.465,46.2215,19.96,19.3802,11.03,12.01,12.01,15.87,15.87,17.16,17.16,0.0155,41.88,,34.89,784,1787.75,5.6426,1.81,40.5,,5.97,27.1883,13.4325,61.32,28.07,1.793,48.01,29.9375,6.8218,17.5,192.149,,18.55,49.096,33.9127,5.62,5.62,20.32,0.0257,53.68,40.44,40.44,46.14,46.14,36.78,0.2333,0.2333,604.16,15.01,,,,33.32,7.18,31.5595,102.2,25.06,38,18.7829,35.01,9.74,21.845,21.88,21.88,3.151,10.375,0.97,70.1017,5.69,13.82,33.5667,24.89,24.89,12.72,38.23,19.24,27.3267,27.3267,46.76,33.5,113.18,25.29,25.29,22.04,31.96,64.18,,31.89,15.0819,23.05,,59.67,47.38,19.8,59.16,8.04,22.29,23.79,51.36,6.92,6.92,50.99,20.2128,39.85,32.915,25.2028,20.125,0.0051,57.01,56.99,50.6,98.02,,17.05,17.05,32.08,45.68,17.68,17.94,57.82,,38.31,38.31,29.03,14.895,11.19,41.3,3.9881,3854.54, 56.3 ,130416,11387.7,130.8135,0.943181818,,186374.5524,53087.11233,1211.7,1160.989694
9/30/2010,6.08,11.33,35.52,7.96,,,15.74,35.23,35.23,62.346,,0.1,27.86,29.26,10.83,27.15,,60,42.2,52.68,37.41,37.9,71.51,44.0123,0.007,22.76,0.056,15.3523,44.29,90.26,10.4,30.73,30.73,36.53,30.31,71.28,23.92,18.175,,26.77,22.29,7.57,4.185,39.46,13.07,14.0596,34.85,,44.62,23.9,23.08,22.4,58.28,42.95,33.7729,,9.6766,23.46,23.46,10.05,74.51,15.725,61.78,24.98,20.1911,,33.31,44.34,33.58,31.02,44,11.64,34.2641,,47.26,11.28,53.3,52.06,1.43,56.91,21.02,43.9375,16.98,76.97,72.496,,3.885,24.02,20.93,20.93,58.76,,35.0993,20.0938,24.12,24.68,33.21,24.49,24.49,34.9346,81.81,124.44,9.23,0.3315,10.237,7.21,7.21,53.4361,19.96,21.7136,12.96,12.01,12.01,18.51,18.51,18.81,18.81,0.01,43.64,,37.545,903,1787.75,6.3594,1.81,40.5,,6.4767,29.5209,13.5975,62.81,28.07,2.317,57.44,29.9375,6.8375,20.035,221.5489,,18.55,55.002,40.077,5.97,5.97,20.82,0.022,59.51,49.79,49.79,48.24,48.24,38.2,0.292,0.292,647.53,17.81,,,,33.32,7.74,32.6538,102.2,28.06,38,19.7153,39.48,13.09,26.85,26.85,26.85,3.547,10.375,0.97,75.109,5.69,15.86,33.5667,27.49,27.49,13.09,38.23,21.38,32.1,32.1,45.42,34,127.35,28.65,28.65,22.04,33.08,66.44,,35,16.2763,25.92,,59.97,47.38,20.87,70.06,8.76,23.17,26.47,56.02,7.36,7.36,51.91,22.5833,41.27,36.4,25.2677,20.125,0.0051,64.22,64.22,54.18,97.04,,19.54,19.54,32.98,60.16,17.68,19.08,65.03,,45.12,45.12,30.14,17.64,11.01,41.3,3.5155,3691.66, 53.0 ,130342,11399.6,140.2939,0.936190476,,200046.9041,58575.1178,1296.92,1238.117102
10/29/2010,6.12,10.51,36.59,8.2,,,17.21,35.72,35.72,60.7071,,0.1,30.99,30.66,11,27.15,,60,42.2,51.22,43.82,39.488,71.51,42.8005,0.007,20.38,0.0605,14.4839,45.19,91.34,10.87,32.23,32.23,35.2,31.03,71.29,24.48,18.265,,28.4467,21.34,7.74,4.579,41.38,13.76,14.5152,45.88,,38.03,26.86,23.67,24.006,61.03,44.58,34.9229,,9.369,23.33,23.33,11.21,77.77,16.09,65.98,27.06,21.1136,,33.95,46.29,35.23,42.07,44,11.64,35.9395,,47.3,10.93,57.34,52.53,1.43,58.82,22.1,43.9375,18.17,80.48,70.414,,4.268,25.4175,20.3,20.3,73.16,,34.6225,21.5932,24.98,24.87,35.85,26.64,26.64,33.4193,74.75,130.56,8.82,0.28,9.417,8.255,8.27,56.2322,19.96,22.916,18.06,12.01,12.01,21.66,21.66,20.315,20.32,0.003,48.18,,40.74,1045,1787.75,7.2232,1.81,40.5,,7.0067,30.1674,13.76,60.86,28.07,2.479,59.62,29.9375,6.8021,20.36,218.5489,,18.55,57.352,48.4493,5.93,5.93,19.91,0.0215,61.49,53.25,53.25,49.63,49.63,38.22,0.3007,0.3007,627.41,17.65,,,,33.32,7.67,33.1961,102.2,28.03,38,21.8076,43.96,17.7,29.38,29.4,29.4,3.9,10.375,0.97,75.4255,5.69,16.93,33.5667,27.7,27.7,12.31,38.23,21.94,34.1733,34.1733,47.82,34.05,136.58,27.65,27.65,22.04,32.34,65.3,,37.43,16.5085,26.84,,63.57,47.38,21.16,76.55,7.85,24.43,28.1925,58.51,7.69,7.69,53.9,21.9789,41.16,38.35,24.9244,20.125,0.0051,65.88,65.88,52.58,99.22,,21.47,21.47,33.17,61.34,17.68,19.66,69.8,,45.13,45.13,33.03,17.57,10.23,41.4,3.6849,4062.8, 45.4 ,130621,11418.9,147.2686,0.885714286,,205213.1599,61451.26302,1338.25,1272.64022
11/30/2010,7.31,11.3,36.63,7.53,,,16.66,36.67,36.67,59.3174,,0.1,32.9,31.585,11.775,27.15,,60,42.2,56.42,47.34,37.41,71.51,42.1945,0.007,20.7,0.051,15.1627,44.24,92.05,10.7875,32.6,32.6,33.66,32.62,68.04,23.88,18.155,,26.5267,22.7,8.2,4.533,42.99,13.32,15.0749,50.08,,36.24,29.21,25.68,23.703,61.37,46.34,36.9589,,9.5887,25.84,25.84,9.99,78.3,16.805,63.9,26.83,19.792,,33.62,54.9901,33.53,49.11,44,11.64,33.9968,,46.85,12.22,52.54,61.32,1.43,59.57,22.005,43.9375,18.19,84.54,70.214,,4.435,24,20.8,20.8,67.63,,32.868,20.3184,25.08,24.46,34.06,25.21,25.21,31.3715,76.96,145.18,8.52,0.0955,9.2818,7.269,7.26,58.2688,19.96,22.1233,22.58,12.01,12.01,23.25,23.25,19.57,19.565,0.01,51.18,,40.625,1104.5,1787.75,6.7393,1.81,40.5,,7.1533,29.6345,12.655,58.83,28.07,2.941,66.83,29.9375,6.5742,21.5325,190.049,,18.55,55.955,55.2355,5.96,5.96,19.38,0.0145,60.17,50.93,50.93,50.3,50.3,37.74,0.34,0.34,619.98,16.77,,,,33.32,8.99,32.9734,102.2,26.88,38,22.3723,45.44,17.09,27.045,27.04,27.04,4.012,10.375,0.97,84.5767,5.69,16.84,33.5667,28.54,28.54,12.39,38.23,21.94,35.9067,35.9067,46.93,31.68,138.07,29.73,29.73,22.04,30.83,64.63,,37.86,15.4516,27.24,,61.07,47.38,20.34,80.23,6.26,25.65,29.19,56.89,7.25,7.25,53.85,22.0931,40.42,38.98,23.5789,20.125,0.0051,60.24,60.24,50.68,96.6,,21.42,21.42,33.23,67.84,17.68,17.61,80.11,,46.74,46.74,35.13,17.89,9.8,41.6,3.9828,4223.73, 40.6 ,130749,11440.1,146.7299,0.844285714,,203869.0589,62585.24104,1326.22,1260.426068
12/31/2010,7.16,13.49,35.16,8.85,,,18.04,38.64,38.64,60.4196,,0.1,31.88,32.885,11.18,27.15,,60,42.2,54.34,47.86,38.91,71.51,43.6818,0.007,22.76,0.0466,18.7163,45.3,95.47,11.36,34.59,34.59,35.04,36.27,69.91,27.81,18.385,,27.3533,25.08,9.46,5.178,46.17,12.98,14.6999,45.95,,34.82,34.4,25.3,22.411,63.49,47.37,39.1551,,11.1267,25.43,25.43,11.99,76.76,17.105,70.38,26.54,20.6164,,34.65,62.0701,37.09,53.65,44,11.64,39.602,,46.31,14.85,56.76,61.27,1.43,62.25,23.265,43.9375,20.81,92.24,72.153,,4.357,24.62,22.72,22.72,76.36,,34.3651,22.4795,27.34,27.21,38.96,27.92,27.92,37.1462,87.05,151.21,10.19,0.091,11.0824,8.02,8.02,64.3356,19.96,23.2989,23.63,12.01,12.01,23.62,23.62,21.13,21.13,0.0021,57.91,,43.04,1173,1787.75,7.8861,1.81,40.5,,7.9033,31.2508,12.9975,61.43,28.07,2.51,72.11,29.9375,6.9239,21.355,192.749,,18.55,58.767,60.6067,5.92,5.92,19.54,0.0138,62.82,54.96,54.96,55.41,55.41,43.82,0.385,0.385,691.02,18.18,,,,33.32,9.8,33.1186,102.2,30.7,38,24.2808,45.8,17.7,31.3,31.3,31.3,4.028,10.375,0.97,94.1021,5.69,19.05,33.5667,30.91,30.91,14.01,38.23,24.18,38.28,38.28,47.84,32.55,139.21,30.63,30.63,22.04,31.81,65.33,,39.82,16.5986,32.56,,64.33,47.38,19.87,86.3,7.52,25.84,31.71,58.53,8.59,8.59,60.72,24.5173,41.45,42.035,24.4233,20.125,0.0051,63.33,63.33,58.71,101.42,,22.53,22.53,33.23,63.01,17.68,19.92,86.82,,49.49,49.49,36.31,17.02,9.24,41.8,4.1104,4270.41, 33.8 ,130830,11523.9,162.3929,0.777727273,,219736.8685,65178.11028,1391.06,1324.209749
