Dates,KATE US Equity,KBH US Equity,KDP US Equity,KEY US Equity,KEYS US Equity,KHC UW Equity,KIM US Equity,KLAC UQ Equity,KLAC UW Equity,KMB US Equity,KMI US Equity,KMRTQ US Equity,KMX US Equity,KO US Equity,KR US Equity,KRB US Equity,KRFT UW Equity,KRI US Equity,KSE US Equity,KSS US Equity,KSU US Equity,L US Equity,LDG US Equity,LDOS US Equity,LDWIF US Equity,LEG US Equity,LEHMQ US Equity,LEN US Equity,LHX US Equity,LIN US Equity,LKQ UW Equity,LLTC UQ Equity,LLTC UW Equity,LLY US Equity,LM US Equity,LMT US Equity,LNC US Equity,LNT US Equity,LNT UW Equity,LO US Equity,LOW US Equity,LPX US Equity,LRCX UW Equity,LUMN US Equity,LUV US Equity,LVLT US Equity,LVS US Equity,LW US Equity,LXK US Equity,LYB US Equity,M US Equity,MA US Equity,MAA US Equity,MAC US Equity,MAR US Equity,MAR UW Equity,MAS US Equity,MAT US Equity,MAT UW Equity,MBI US Equity,MCD US Equity,MCHP UW Equity,MCK US Equity,MCO US Equity,MDLZ US Equity,MDLZ UW Equity,MDP US Equity,MDRIQ US Equity,MDT US Equity,MEE US Equity,MEL US Equity,MER US Equity,MET US Equity,META UW Equity,MFE US Equity,MGM US Equity,MHK US Equity,MHS US Equity,MIRKQ US Equity,MJN US Equity,MKC US Equity,MKG US Equity,MKTX UW Equity,MLM US Equity,MMM US Equity,MNKKQ US Equity,MNST UW Equity,MO US Equity,MOLX UQ Equity,MOLX UW Equity,MOS US Equity,MPC US Equity,MRK US Equity,MRO US Equity,MRSH US Equity,MS US Equity,MSCI US Equity,MSFT UQ Equity,MSFT UW Equity,MSI US Equity,MTB US Equity,MTD US Equity,MTG US Equity,MTLQQ US Equity,MTW US Equity,MU US Equity,MU UW Equity,MUR US Equity,MWI US Equity,MWV US Equity,MWW US Equity,MWW UQ Equity,MWW UW Equity,MXIM UQ Equity,MXIM UW Equity,MYL US Equity,MYL UW Equity,MZIAQ US Equity,NAV US Equity,NAVI UW Equity,NBL US Equity,NBR US Equity,NBR UA Equity,NC US Equity,NCC US Equity,NCE US Equity,NCLH US Equity,NDAQ UW Equity,NEBLQ US Equity,NEE US Equity,NEM US Equity,NFB US Equity,NFLX UW Equity,NFX US Equity,NGH US Equity,NI US Equity,NKE US Equity,NKTR UW Equity,NLSN US Equity,NMK US Equity,NOC US Equity,NOV US Equity,NOVL UQ Equity,NOVL UW Equity,NRG US Equity,NRTLQ US Equity,NSC US Equity,NTAP UQ Equity,NTAP UW Equity,NTRS UQ Equity,NTRS UW Equity,NUE US Equity,NVDA UQ Equity,NVDA UW Equity,NVR US Equity,NWL US Equity,NWL UW Equity,NWS UW Equity,NWSA UW Equity,NXTL UQ Equity,NYT US Equity,O US Equity,OAT US Equity,OI US Equity,OK US Equity,OKE US Equity,OMC US Equity,OMX US Equity,ORCL US Equity,ORCL UQ Equity,ORCL UW Equity,ORLY UW Equity,ORX US Equity,OWENQ US Equity,OXY US Equity,PALM UQ Equity,PARA US Equity,PARA UA Equity,PAYX UQ Equity,PAYX UW Equity,PBCT UW Equity,PBG US Equity,PBI US Equity,PCAR UQ Equity,PCAR UW Equity,PCG US Equity,PCH US Equity,PCP US Equity,PDCO UQ Equity,PDCO UW Equity,PDG US Equity,PEG US Equity,PEP US Equity,PEP UW Equity,PETM UW Equity,PFE US Equity,PFG US Equity,PFG UW Equity,PG US Equity,PGL US Equity,PGR US Equity,PH US Equity,PHM US Equity,PKG US Equity,PLD US Equity,PM US Equity,PMCS UQ Equity,PMCS UW Equity,PNC US Equity,PNR US Equity,PNW US Equity,PPG US Equity,PPL US Equity,PPW US Equity,PRDCQ US Equity,PRGO US Equity,PRGO UW Equity,PRU US Equity,PSA US Equity,PSX US Equity,PTC UQ Equity,PTC UW Equity,PTV US Equity,PVH US Equity,PVN US Equity,PWR US Equity,PXD US Equity,PYPL UW Equity,QCOM UQ Equity,QCOM UW Equity,QEP US Equity,QLGC UQ Equity,Low High Yield OAS,NonFarm ManufacturingWeekly hours,30Y T-Yield,MSCI Low Size,Total New Housing Started (000s),NonFarm Payroll (000s),Personal Income exl. Transfer,BCOM,CBOE Total Put-Call Ratio,Fear-Greed,MSCI Value,MSCI Momentum,MSCI Low Vol,MSCI High Div Yield
4/29/2005,35.43,57,,33.16,,,27.695,39.02,39.02,59.8541,,0.1,13.64,21.72,7.885,19.75,,64.7,37.93,47.6,18.92,23.627,36.35,,0.007,26.96,45.86,51.3774,26.6427,46.83,2.5175,35.74,35.74,58.47,70.86,60.95,44.97,13.17,,,26.055,24.6,2.565,30.69,14.88,27.1499,37.45,,69.45,,28.75,,38.23,55.8268,29.254,,27.6762,18.05,,52.38,29.31,14.24,37,41.07,21.2052,,47,10.4833,52.7,36.11,27.69,53.93,34.6652,,20.91,34.905,77.81,25.485,0.37,,17.295,43.9375,12.26,54.99,63.935,,0.59,15.0425,25.41,25.41,12.85,,32.3245,14.1354,28.03,43.6807,,25.3,25.3,62.825,103.45,45.85,59,26.68,8.4534,9.71,,38.4417,19.96,26.2291,23.02,23.01,23.01,37.4,37.4,16.5,,21,29.53,,16.03,1346.75,1346.75,7.579,33.96,40.5,,4.9967,22.2346,10.205,37.97,28.15,0.165,35.515,29.9375,9.1324,9.6013,213.8989,,18.55,49.75,17.9071,5.91,5.91,15.55,24.9,31.4,26.63,26.63,45.03,45.03,25.55,0.1828,0.1828,718.35,21.73,,,,27.99,33.36,23.3477,102.2,24.52,38,12.6328,41.45,32.48,11.56,11.56,11.56,1.711,10.375,4.32,33.094,10.715,25.5402,33.5667,30.6,30.6,13.1841,28.67,44.72,20.1185,20.1185,34.72,39.1977,36.83,50.55,50.55,13.36,29.05,55.64,,26.65,25.7558,39.08,,54.15,39.6,22.8175,39.96,35.725,22.39,38.99,,8.06,8.06,53.23,26.7131,41.9,33.775,25.1749,20.125,0.0051,18.32,18.32,57.15,58.7,,13.3,13.3,21.44,25.88,16.67,7.98,40.66,,34.89,34.89,,16.62,7.87,40.3,4.7548,3319.91, 184.6 ,133519,10909.6,152.2941,0.981904762,,199689.1836,51466.9167,1184.89,1136.973042
5/31/2005,37.55,67.54,,32.76,,,28.88,45.41,45.41,61.6559,,0.1,12.765,22.315,8.385,21.09,,63.08,39.74,48.69,19.99,25.1,41.04,,0.007,26.64,46.1,57.9056,27.1529,46.87,3.1025,37.47,37.47,58.3,82.18,64.89,45.53,13.8,,,28.605,25.18,3.068,32.79,14.55,31.1998,36.26,,68.44,,33.725,,40.5,58.3542,31.4871,,28.1421,18.18,,55.93,30.94,14.82,40.27,43.27,21.2249,,49.6,11.0098,53.75,40.43,27.76,54.26,39.7446,,28.68,38.09,83.42,25,0.35,,16.92,43.9375,10,61.05,64.085,,0.776,15.5402,26.49,26.49,13.08,,30.9324,14.7182,29.04,40.6424,,25.8,25.8,71.1389,102.14,49,61.34,31.53,8.5654,10.98,,42.1784,19.96,25.5433,26.38,26.38,26.38,39.4,39.4,16.5,,21.8,30.51,,18.5925,1377.75,1377.75,7.4589,34.56,40.5,,5.72,24.7333,10.1625,37.24,27.26,0.204,38.45,29.9375,9.4703,10.275,274.1986,,18.55,50.548,20.2773,5.85,5.85,17.875,25.9,31.92,28.76,28.76,45.92,45.92,26.48,0.2266,0.2266,759,22.79,,,,30.18,31.37,23.8415,102.2,25.71,38,13.5039,40.945,30.35,12.8,12.82,12.82,1.852,10.375,4.6,35.0652,14.21,25.2968,33.5667,28.88,28.88,13.481,28.37,44.61,20.963,20.963,35.77,42.8992,38.865,45.39,45.39,13.52,27.75,56.26,,31.77,26.4478,39.89,,55.15,42.75,24.0175,40.22,38.225,21.84,40.31,,8.77,8.77,54.65,29.8894,44.12,32.695,26.6828,20.125,0.0051,15.54,15.54,63.31,60.13,,15.05,15.05,22.85,30.99,17.82,9.03,40.13,,37.26,37.26,,16.01,8.96,40.4,4.5133,3225.65, 197.9 ,133689,10963.9,150.7271,0.918095238,,203578.655,53419.65371,1207.88,1148.800127
6/30/2005,39.76,76.23,,33.15,,,29.455,43.7,43.7,59.9883,,0.1,13.325,20.875,9.515,26.16,,61.34,40.7,55.91,20.18,25.833,43.05,,0.007,26.58,49.64,63.3358,29.4865,46.6,3.3938,36.69,36.69,55.71,104.11,64.87,46.92,14.075,,,29.11,24.58,2.894,34.63,13.93,30.4498,35.75,,64.83,,36.64,,45.42,62.076,31.8041,,27.9135,18.3,,59.31,27.75,14.81,44.79,44.96,20.8127,,49.06,10.8394,51.79,37.72,28.69,55.01,40.0476,,26.18,39.58,82.5,26.68,0.512,,16.34,43.9375,11.3,69.12,60.448,,0.883,14.9662,26.04,26.04,15.56,,29.3686,16.1994,27.7,43.5561,,24.84,24.84,74.7839,105.16,46.58,65.22,34,8.6689,10.21,,45.0738,19.96,24.9733,28.68,28.68,28.68,38.21,38.21,19.24,,18.9,32,,18.9125,1515.5,1515.5,7.8024,34.12,40.5,,6.2867,26.8694,10.515,39.03,28.09,0.234,39.89,29.9375,9.7179,10.825,252.5987,,18.55,50.122,21.4219,6.2,6.2,18.8,26.1,30.96,28.27,28.27,45.59,45.59,22.81,0.2227,0.2227,810,23.84,,,,32.31,31.15,24.2483,102.2,25.05,38,14.2918,39.93,29.77,13.2,13.2,13.2,1.987,10.375,3.65,36.8974,14.885,23.6221,33.5667,32.54,32.54,14.4,28.61,43.55,20.1481,20.1481,37.54,43.4303,38.95,45.08,45.08,15.38,30.41,53.93,,30.35,26.1444,41.9,,52.75,43.46,24.7025,41.34,42.125,21.05,43.43,,9.33,9.33,54.46,28.7479,44.45,31.38,27.5504,20.125,0.0051,13.94,13.94,65.66,63.25,,15.95,15.95,21.58,32.69,17.63,8.8,42.08,,33.01,33.01,,15.435,8.12,40.5,4.3205,3364.55, 192.8 ,133947,10996.5,152.8846,0.867727273,,204724.3756,55366.59012,1218.55,1143.86872
7/29/2005,41.61,81.91,,34.24,,,32.83,51.7,51.7,61.1096,,0.1,14.61,21.88,9.925,25.16,,62.56,40.69,56.35,22.56,27.877,43.39,,0.007,25.29,52.565,67.1489,35.0229,49.39,3.85,38.86,38.86,56.32,102.15,62.4,48.3,14.55,,,33.11,26.82,2.845,34.37,14.19,30.7498,40.22,,62.7,,37.935,,48.15,65.0109,31.9206,,29.8032,18.65,,60.74,31.17,15.535,45,47.31,19.9883,,49.5,12.2279,53.94,43.25,30.46,58.78,43.7904,,31.4,45.45,87.82,24.22,0.8,,17.39,43.9375,10.95,72.69,62.706,,0.963,15.4985,28.24,28.24,17.4,,29.6165,17.7141,28.97,44.0376,,25.61,25.61,86.7427,108.51,52.5,68.58,36.82,9.6474,11.88,,45.7728,19.96,26.0243,30.37,30.37,30.37,41.87,41.87,17.36,,18.7,34.15,,20.6275,1636.25,1636.25,8.4122,36.91,40.5,,7.55,29.3462,10.78,37.55,27.39,0.265,42.49,29.9375,9.545,10.475,281.3986,,18.55,50.303,23.5893,6.08,6.08,19.175,26.3,37.21,25.51,25.51,50.8,50.8,27.725,0.2255,0.2255,938,24.87,,,,34.8,31.52,24.1998,102.2,25.65,38,15.2986,42.435,29.7,13.57,13.58,13.58,2.151,10.375,3.55,39.4634,14.27,24.7066,33.5667,34.91,34.91,14.9143,29.16,44.58,21.3985,21.3985,37.63,47.9701,44.99,44.6,44.6,13.87,32.15,54.53,,29.75,25.1206,43.95,,55.63,43.15,24.9225,43.8133,46.81,21.25,45.99,,9.83,9.83,54.82,26.975,45.8,32.515,28.5712,20.125,0.0051,13.9,13.9,66.9,66.75,,17.25,17.25,22.02,33.9,18.9,10.52,43.33,,39.49,39.49,,15.525,7.89,39.9,4.1911,3422.74, 187.6 ,134300,11029.5,159.3296,0.863,,209770.9451,57658.06641,1237.36,1158.006774
8/31/2005,41.03,74.2,,33.12,,,31.62,50.76,50.76,59.7295,,0.1,15.93,22,9.87,25.2,,64.08,38.17,52.45,20.11,29.23,42.4,,0.007,24.21,52.83,61.9882,36.4778,48.3,3.91,37.93,37.93,55.02,104.53,62.24,49.59,15.025,,,32.155,25.29,3.17,35.9,13.32,29.5499,35.29,,62.98,,34.49,,44.8,60.2522,29.4684,,26.9643,18.03,,57.97,32.45,15.56,46.67,49.11,20.2827,,49.1,17.8334,57,50.8,32.45,57.16,43.6478,,30.65,42.26,85.38,24.635,0.72,,16.955,43.9375,11.19,72.32,59.487,,1.034,16.3642,26.76,26.76,16.15,,26.918,19.5201,28.05,42.228,,27.4,27.4,89.6096,106.62,50.4,62.43,34.19,9.8482,11.91,,47.1622,19.96,25.8016,31.24,31.24,31.24,42.65,42.65,18.39,,19.1,31.96,,22.035,1675,1675,7.9283,36.63,40.5,,7.8333,31.1459,10.7725,39.58,27.49,0.308,47.22,29.9375,9.486,9.8638,256.1987,,18.55,50.884,28.9335,6.58,6.58,20.01,30.4,35.61,23.74,23.74,49.84,49.84,28.24,0.2557,0.2557,885,23.43,,,,33.32,31.93,23.0765,102.2,25.8,38,14.8828,40.22,29.55,12.99,12.97,12.97,1.838,10.375,5.38,39.8231,17.09,25.0754,33.5667,34.13,34.13,14.0429,29.48,43.25,20.7644,20.7644,37.52,44.8163,48.34,40.06,40.06,14.62,32.275,54.85,,25.77,24.1537,45.8,,55.48,41.57,24.1025,42.96,43.1,20.96,44.33,,8.48,8.48,56.23,26.5117,44.93,31.49,29.6569,20.125,0.0051,14.33,14.33,64.37,67.52,,15.15,15.15,19.41,33.49,18.6,12,49.4,,39.71,39.71,,17.28,7.71,40.6,4.4706,3603, 192.0 ,134503,11028.8,170.8165,0.98,,207919.1532,58616.3577,1222.97,1146.604075
9/30/2005,39.32,73.2,,32.25,,,31.42,48.76,48.76,57.0555,,0.1,15.635,21.595,10.295,24.64,,58.68,36.78,50.18,23.31,30.803,42.89,,0.007,20.2,58.24,59.6524,39.4917,47.93,3.775,37.59,37.59,53.52,109.69,61.04,52.02,14.565,,,32.2,27.69,3.047,34.98,14.85,34.7998,32.91,,61.05,,33.435,,46.51,60.1225,29.3705,,26.9643,16.68,,60.62,33.49,15.06,47.45,51.08,20.0145,,49.89,18.8967,53.62,51.07,31.97,61.35,44.4053,,31.42,43.77,80.25,27.415,1.425,,16.315,43.9375,13.6,78.46,61.334,,0.981,17.0609,26.68,26.68,16.02,,25.9454,20.9224,30.39,44.7764,,25.73,25.73,90.2239,105.71,50.98,64.2,30.61,10.6195,13.3,,43.0371,19.96,24.5993,30.71,30.71,30.71,42.65,42.65,19.26,,17.8,32.43,,23.45,1795.75,1795.75,8.3286,33.44,40.5,,8.45,29.9053,11.9,47.17,25.5,0.371,49.1,29.9375,9.5293,10.21,254.2487,,18.55,49.305,29.65,7.45,7.45,21.3,32.6,40.56,23.74,23.74,50.55,50.55,29.495,0.2857,0.2857,884.95,22.65,,,,33.32,29.75,23.154,102.2,20.62,38,14.8915,41.815,31.67,12.4,12.39,12.39,1.879,10.375,3.58,40.9742,14.165,24.3525,33.5667,37.08,37.08,13.8,28.55,41.74,20.1156,20.1156,39.25,43.2561,53.1,40.03,40.03,17.15,32.18,56.71,,21.78,23.6703,47.37,,59.46,39.38,26.1925,42.8733,42.92,19.41,44.9,,8.81,8.81,58.02,24.5106,44.08,29.595,30.0002,20.125,0.0051,14.31,14.31,67.56,67,,17.425,17.425,17.52,31.02,17.68,12.76,54.92,,44.75,44.75,,17.1,7.9,41.1,4.2537,3568.6, 187.9 ,134554,10998.5,178.2486,0.93952381,,210702.6135,60962.6616,1218.32,1155.589667
10/31/2005,35.2,65.35,,32.24,,,29.62,46.29,46.29,54.4773,,0.1,13.435,21.39,9.95,25.57,,53.38,34.57,48.13,22.16,30.993,41.71,,0.007,20.04,59.835,55.48,38.8303,49.41,3.7875,33.21,33.21,49.79,107.31,60.56,50.61,13.225,,,30.385,24.93,3.374,32.73,16.01,43.1998,34.3,,41.52,,30.685,,46.65,59.5023,27.7948,,25.0484,14.75,,58.24,31.6,15.085,45.43,53.26,18.5162,,49.9,18.7522,56.66,40.07,31.69,64.74,44.031,,30.03,37.37,78.05,28.25,1.185,,15.145,43.9375,12.34,78.91,63.525,,1.053,17.371,25.31,25.31,13.2,,26.9085,18.2604,29.15,45.1666,,25.7,25.7,90.7563,107.58,51.6,59.24,27.4,11.2451,12.99,,40.4309,19.96,23.3524,32.81,32.81,32.81,34.68,34.68,19.21,,12.8,27.52,,20.025,1715.75,1715.75,8.4494,32.23,40.5,,10.2967,28.1231,10.765,42.6,25.34,0.377,45.33,29.9375,9.2935,10.5063,225.8989,,18.55,48.67,28.1495,7.62,7.62,21.505,32.5,40.2,27.36,27.36,53.6,53.6,29.925,0.2796,0.2796,685.5,22.99,,,,33.32,27.24,21.5658,102.2,19.04,38,12.5803,41.48,28.02,12.68,12.68,12.68,1.88,10.375,2.5,37.8327,12.845,22.8475,33.5667,38.76,38.76,15.3333,28.43,42.08,20.7467,20.7467,36.38,37.1229,47.36,41.38,41.38,19.95,31.445,59.08,,23.5,20.6084,49.63,,55.99,37.2,28.9525,41.7867,37.79,20.29,44.18,,7.1,7.1,60.71,21.8177,41.76,29.985,29.0815,20.125,0.0051,13.37,13.37,72.79,66.2,,16.275,16.275,19.7,28.45,17.68,11.49,50.05,,39.76,39.76,,15.08,7.55,41.2,4.5668,3610.76, 180.4 ,134643,11081.4,166.5165,1.004285714,,205992.9616,59093.11953,1195.07,1126.91315
11/30/2005,34.88,69.77,,33.16,,,31.45,51.19,51.19,56.5283,,0.1,13.71,21.345,9.73,26.77,,60.4,33.56,46,24.97,32.193,42.63,,0.007,23.48,63,57.5762,42.1182,52,4.0738,37.31,37.31,50.5,122.65,60.6,51.98,14.175,,,33.74,26.97,3.754,33.1,16.5,50.9997,41.71,,47.62,,32.215,,48.57,62.937,30.1211,,26.1646,16.65,,61.78,33.85,16.68,50.3,60.15,18.9349,,51,21.6066,55.57,37.95,33.64,66.42,45.84,,27.81,38.11,87.98,26.825,1.2,,15.61,43.9375,12.21,75.11,65.615,,1.618,16.8479,26.79,26.79,13.54,,28.0337,17.9964,30.89,46.5113,,27.71,27.71,98.6606,108.22,57.08,65.1,21.9,10.5878,14.26,,42.6833,19.96,24.9288,38.9,38.9,38.9,36.55,36.55,20.89,,12.7,28.37,,18.685,1750.25,1787.75,8.5214,33.91,40.5,,13.0433,31.4823,10.5975,46.12,27,0.393,46.26,29.9375,8.4604,10.6625,252.2987,,18.55,52.045,27.3158,7.78,7.78,21.835,29,44.24,29.12,29.12,52.69,52.69,33.54,0.3014,0.3014,687.25,23.07,,,,33.32,27.5,21.9241,102.2,21.75,38,12.0069,42.28,29.18,12.6,12.57,12.57,2.029,10.375,3.15,38.0341,14.19,24.6402,33.5667,42.41,42.41,14.819,29.5,41.66,21.2919,21.2919,36.78,40.1189,50.99,34.94,34.94,21.94,31.36,59.2,,23.82,20.0965,50.67,,57.19,35.93,30.7475,45.6067,41.63,23.19,46.76,,7.87,7.87,63.77,25.6521,41.49,30.365,27.2813,20.125,0.0051,14.51,14.5,77.4,70.6,,14.625,14.625,20.24,33.89,17.68,14.15,50.93,,45.47,45.47,,16.53,7.59,41.2,4.7537,3510.58, 160.7 ,134999,11158.5,166.4017,0.845714286,,213380.3862,60918.08437,1228.49,1157.129487
12/30/2005,35.82,72.66,,32.93,,,32.08,49.33,49.33,57.1705,,0.1,13.84,20.155,9.44,27.15,,63.3,35.69,48.6,24.43,31.617,36.39,,0.007,22.96,64.085,60.9102,40.6349,52.96,4.3275,36.07,36.07,56.59,119.69,63.63,53.03,14.02,,,33.33,27.47,3.568,33.16,16.43,43.0498,39.47,,44.83,,33.165,,48.5,62.1593,31.2213,,26.5337,15.82,,60.16,33.72,16.075,51.59,61.42,18.4311,,52.34,23.0261,57.57,37.87,34.25,67.73,43.6656,,27.13,36.67,86.98,27.9,1.32,,15.46,43.9375,11.43,76.72,64.796,,1.642,17.2946,25.95,25.95,14.63,,30.3317,18.5063,31.76,47.1007,,26.15,26.15,92.5174,109.05,55.2,65.82,19.42,10.6132,13.31,,46.5926,19.96,24.9644,40.82,40.82,40.82,36.24,36.24,19.96,,12.6,28.62,,20.15,1893.75,1787.75,8.525,33.57,40.5,,11.7267,30.814,10.39,53.4,27.36,0.387,50.07,29.9375,8.1971,10.8488,246.8988,,18.55,54.53,28.2531,8.83,8.83,23.56,30.6,44.83,27,27,51.82,51.82,33.36,0.3047,0.3047,702,23.78,,,,33.32,26.45,20.9364,102.2,21.04,38,11.6567,42.565,25.36,12.21,12.21,12.21,2.134,10.375,3,38.3123,15.9,24.05,33.5667,38.12,38.12,14.7905,28.61,42.25,20.5126,20.5126,37.12,42.3099,51.81,33.4,33.4,22.93,32.485,59.08,,25.66,22.1062,47.43,,57.88,35.07,29.195,43.9733,39.36,22.95,49.17,,7.71,7.71,61.83,23.1809,41.35,28.95,27.2813,20.125,0.0051,14.91,14.91,73.19,67.72,,15.25,15.25,22,32.4,17.68,13.17,51.27,,43.08,43.08,,16.255,7.66,41.4,4.6927,3669.63, 136.0 ,135158,11206.7,171.1493,0.81047619,,214858.5626,61956.94841,1234.95,1165.142519
1/31/2006,34.72,76.2,,35.39,,,35.09,51.98,51.98,54.7456,,0.1,14.945,20.69,9.2,27.15,,62.25,35.92,44.39,25.98,32.897,34.99,,0.007,24.62,70.225,62.4474,43.866,52.68,5.6225,37.21,37.21,56.62,129.7,67.65,54.53,14.83,,,31.775,29.45,4.643,33.3,16.46,56.2497,51.35,,48.57,,33.315,,51.05,67.1865,31.0675,,26.0591,16.5,,61.56,35.01,18.755,53,63.32,19.262,,54.76,26.8405,56.47,41.25,35.27,75.07,44.6993,,23.19,37.06,85.04,27.05,1.43,,15.105,43.9375,12.9,84.78,60.824,,1.829,16.7438,30.25,30.25,15.46,,32.8966,23.3324,30.39,51.0106,,28.15,28.15,93.0088,108.3,57.89,66.01,24.06,14.0537,14.68,,49.1902,19.96,23.771,42.53,42.66,42.66,41.04,41.04,19.7,,13.6,27.2,,23.14,2031.25,1787.75,9.9579,34.18,40.5,,13.97,35.1386,10.4475,61.8,25.72,0.394,52.4,29.9375,8.0674,10.1188,296.9985,,18.55,56.363,34.2777,9.74,9.74,24.135,30,49.84,31.2,31.2,52.21,52.21,42.115,0.3747,0.3747,794.25,23.64,,,,33.32,28.3,22.5536,102.2,21.99,38,12.3702,40.895,28.57,12.57,12.57,12.57,2.188,10.375,4.1,46.864,19.74,26.13,33.5667,36.35,36.35,14.6143,29,42.74,20.6222,20.6222,37.31,42.5174,49.95,34.53,34.53,25.67,34.81,57.18,,25.06,24.3433,47.16,,59.23,37.22,26.26,50.5133,39.9,23.2,52.2,,9.46,9.46,64.86,25.7864,42.61,29.75,27.9587,20.125,0.0051,15.61,15.61,75.34,72.57,,15.65,15.65,22.24,36.13,17.68,13.85,53.1,,47.96,47.96,,19.835,6.96,40.9,4.5348,3693.87, 153.0 ,135426,11309.9,173.6687,0.7655,,220427.268,66017.05218,1259.3,1182.893383
2/28/2006,36.03,67.03,,37.27,,,35.93,52.23,52.23,56.72,,0.1,15.71,20.985,10.02,27.15,,60.02,40.75,48.11,23.17,30.753,38.37,,0.007,23.48,72.975,59.7523,43.1574,53.98,5.505,36.86,36.86,55.62,130.59,72.87,56.77,16.55,,,34.09,28.43,4.31,35.98,16.77,50.9997,53.35,,47.09,,35.52,,54.3,66.7051,31.888,,27.4126,16.85,,58.74,34.91,17.6,54.13,67,19.6873,,55.09,26.6082,53.95,37.2,36.09,77.21,44.6637,,23.26,36.97,86.51,27.86,1.43,,16.415,43.9375,13.15,97.5,61.527,,1.945,16.6419,31.83,31.83,15.9,,33.2399,21.4293,30.91,49.5247,,26.9,26.9,87.6437,112.4,60.56,63.75,20.31,16.2875,15.51,,40.4482,19.96,24.7774,48.96,48.96,48.96,39.09,39.09,23,,16.1,29.35,,21.02,1648.75,1787.75,10.1005,34.8,40.5,,13.5033,32.2861,10.4825,52.92,25.54,0.383,38.65,29.9375,8.0674,10.8475,313.6484,,18.55,58.15,27.433,9.51,9.51,21.625,28.6,51.18,33.16,33.16,52.72,52.72,43.025,0.3928,0.3928,753,24.87,,,,33.32,28.22,22.3212,102.2,18.74,38,13.3901,39.91,29.33,12.42,12.42,12.42,2.181,10.375,1.8,43.9047,20.65,24.46,33.5667,40.05,40.05,14.7333,29.36,42.74,20.7022,20.7022,38.05,30.2427,53.04,36.04,36.04,22.6,34.695,59.11,,25.96,24.8268,48.72,,59.93,36.71,26.8625,52.1133,38.41,22.81,53.65,,10.21,10.21,70.35,26.9616,41.05,30.315,29.5084,20.125,0.0051,15.89,15.89,77.04,78.02,,15.22,15.22,22.93,35.5,17.68,13.69,42.09,,47.21,47.21,,20.57,6.66,40.7,4.6768,3845.65, 145.1 ,135731,11389.7,162.2336,0.849473684,,222252.8472,63518.34341,1259.3,1196.482309
3/31/2006,40.98,64.98,,36.8,,,40.64,48.36,48.36,55.3974,,0.1,16.34,20.935,10.18,27.15,,63.21,40.87,53.01,24.7,33.733,46.28,,0.007,24.37,72.265,60.2713,44.6785,55.15,5.2025,35.08,35.08,55.3,125.33,75.13,54.59,15.735,,,32.22,27.2,4.3,39.12,17.99,77.6996,56.66,,45.38,,36.5,,54.75,68.4642,31.9812,,28.5551,18.13,,60.13,34.36,18.15,52.13,71.46,19.8313,,55.79,28.1051,50.75,36.07,35.6,78.76,43.1042,,24.33,43.09,80.72,28.61,1.43,,16.93,43.9375,12.03,107.03,63.283,,2.626,16.4012,33.2,33.2,14.35,,33.5927,23.12,29.36,52.1478,,27.21,27.21,93.8279,114.14,60.34,66.63,21.27,19.2631,14.72,,42.994,19.96,24.3232,49.86,49.86,49.86,37.15,37.15,23.4,,16.1,27.58,,21.96,1789.5,1787.75,11.2037,34.9,40.5,,13.3467,35.4269,10.035,51.89,28.83,0.414,41.9,29.9375,7.9456,10.6375,305.6985,,18.55,61.951,28.893,7.68,7.68,22.61,30.5,54.07,36.03,36.03,52.5,52.5,52.395,0.4772,0.4772,738.95,25.19,,,,33.32,25.31,23.4445,102.2,17.37,38,14.1167,41.625,30.17,13.69,13.69,13.69,2.437,10.375,1.48,44.4371,23.16,23.98,33.5667,41.66,41.66,15.5952,30.39,42.93,20.883,20.883,38.9,35.5543,59.4,35.2,35.2,22.04,32.02,57.79,,28.14,23.6229,48.8,,57.63,35.64,26.065,53.74,38.42,22.44,54.27,,12.29,12.29,67.31,27.3645,39.1,31.675,27.2813,20.125,0.0051,16.31,16.31,75.81,81.23,,16.33,16.33,24.54,38.21,17.68,16.02,44.25,,50.61,50.61,,19.35,6.42,41,4.5075,3839.87, 165.9 ,136036,11441.6,165.194,0.855652174,,224930.341,64640.40239,1255.79,1205.867148
